Order ID,Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
WOWID0458,First Class,Consumer,Seattle,Washington,West,Furniture,Bookcases,199.98,2,0,37.9962
WOWID0459,First Class,Corporate,Seattle,Washington,West,Furniture,Tables,892.98,2,0,80.3682
WOWID0460,First Class,Corporate,Chicago,Illinois,Central,Furniture,Bookcases,141.372,2,0.3,-14.1372
WOWID0461,First Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,27.216,3,0.2,9.8658
WOWID0462,Standard Class,Corporate,Seattle,Washington,West,Technology,Accessories,265.93,7,0,63.8232
WOWID0463,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,547.136,4,0.2,-68.392
WOWID0464,Standard Class,Consumer,San Antonio,Texas,Central,Office Supplies,Paper,70.08,5,0.2,24.528
WOWID0465,Standard Class,Consumer,San Antonio,Texas,Central,Office Supplies,Binders,1.272,2,0.8,-2.1624
WOWID0466,Standard Class,Consumer,San Antonio,Texas,Central,Furniture,Tables,557.585,5,0.3,0
WOWID0467,Standard Class,Corporate,Huntsville,Texas,Central,Furniture,Bookcases,956.6648,7,0.32,-225.0976
WOWID0468,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,5.68,2,0.2,1.917
WOWID0469,Standard Class,Home Office,Elmhurst,Illinois,Central,Office Supplies,Storage,230.376,3,0.2,-48.9549
WOWID0470,Standard Class,Home Office,Elmhurst,Illinois,Central,Office Supplies,Paper,9.664,2,0.2,3.2616
WOWID0471,Standard Class,Corporate,Arlington,Texas,Central,Office Supplies,Binders,1.344,4,0.8,-2.1504
WOWID0472,Standard Class,Corporate,Arlington,Texas,Central,Office Supplies,Binders,8.272,4,0.8,-13.6488
WOWID0473,Standard Class,Corporate,Arlington,Texas,Central,Furniture,Furnishings,12.544,7,0.6,-9.0944
WOWID0474,Standard Class,Corporate,Seattle,Washington,West,Furniture,Furnishings,7.4,2,0,3.034
WOWID0475,Standard Class,Consumer,Houston,Texas,Central,Technology,Phones,54.368,4,0.2,4.0776
WOWID0476,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,492.835,5,0.3,-14.081
WOWID0477,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Supplies,11.184,1,0.2,0.8388
WOWID0478,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Storage,153.584,2,0.2,-32.6366
WOWID0479,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,1003.62,6,0,0
WOWID0480,Standard Class,Home Office,Seattle,Washington,West,Technology,Phones,35.168,4,0.2,11.4296
WOWID0481,Standard Class,Home Office,Seattle,Washington,West,Furniture,Tables,1137.75,5,0,250.305
WOWID0482,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Binders,99.68,5,0.2,32.396
WOWID0483,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Art,5.56,2,0,1.4456
WOWID0484,First Class,Corporate,Skokie,Illinois,Central,Office Supplies,Paper,12.224,2,0.2,4.4312
WOWID0485,First Class,Corporate,Skokie,Illinois,Central,Office Supplies,Binders,2.304,4,0.8,-3.5712
WOWID0486,First Class,Corporate,Skokie,Illinois,Central,Office Supplies,Binders,9.36,4,0.8,-16.38
WOWID0487,Standard Class,Corporate,Chicago,Illinois,Central,Technology,Accessories,95.968,4,0.2,1.1996
WOWID0488,Standard Class,Corporate,Chicago,Illinois,Central,Furniture,Chairs,47.992,2,0.3,-2.0568
WOWID0489,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Envelopes,604.656,9,0.2,204.0714
WOWID0490,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,42.048,9,0.2,5.256
WOWID0491,Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,25.488,2,0.2,4.4604
WOWID0492,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,6.9,3,0.8,-12.075
WOWID0493,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,9.648,6,0.8,-16.884
WOWID0494,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,7.968,2,0.2,2.8884
WOWID0495,Standard Class,Corporate,Houston,Texas,Central,Furniture,Furnishings,51.712,8,0.6,-32.32
WOWID0496,Standard Class,Home Office,Woodstock,Illinois,Central,Office Supplies,Art,2.912,2,0.2,0.91
WOWID0497,Standard Class,Corporate,Haltom City,Texas,Central,Office Supplies,Envelopes,6.608,2,0.2,2.1476
WOWID0498,Standard Class,Consumer,Wheeling,Illinois,Central,Furniture,Furnishings,14.136,2,0.6,-7.7748
WOWID0499,Standard Class,Consumer,Wheeling,Illinois,Central,Furniture,Tables,601.47,3,0.5,-300.735
WOWID0500,Standard Class,Corporate,Arlington,Texas,Central,Technology,Accessories,24.672,3,0.2,0
WOWID0501,Standard Class,Corporate,Arlington,Texas,Central,Office Supplies,Labels,2.52,1,0.2,0.882
WOWID0502,Standard Class,Corporate,Arlington,Texas,Central,Furniture,Tables,1218.735,5,0.3,-121.8735
WOWID0503,Standard Class,Corporate,Arlington,Texas,Central,Office Supplies,Labels,5.904,2,0.2,1.9926
WOWID0504,Standard Class,Corporate,Arlington,Texas,Central,Office Supplies,Paper,15.696,3,0.2,5.1012
WOWID0505,Standard Class,Corporate,Arlington,Texas,Central,Furniture,Furnishings,6.096,3,0.6,-3.9624
WOWID0506,Standard Class,Consumer,Seattle,Washington,West,Furniture,Furnishings,39.96,2,0,17.1828
WOWID0507,Standard Class,Consumer,Seattle,Washington,West,Furniture,Chairs,42.624,2,0.2,4.2624
WOWID0508,Standard Class,Consumer,Seattle,Washington,West,Furniture,Chairs,220.96,1,0.2,24.858
WOWID0509,First Class,Consumer,Aurora,Illinois,Central,Office Supplies,Paper,186.048,6,0.2,67.4424
WOWID0510,First Class,Consumer,Peoria,Illinois,Central,Office Supplies,Binders,3.98,5,0.8,-6.567
WOWID0511,First Class,Consumer,Chicago,Illinois,Central,Office Supplies,Art,5.248,4,0.2,1.64
WOWID0512,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,5.346,3,0.7,-4.455
WOWID0513,Standard Class,Corporate,Seattle,Washington,West,Furniture,Furnishings,109.9,5,0,37.366
WOWID0514,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Art,13.9,5,0,5.56
WOWID0515,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,359.97,5,0.4,-71.994
WOWID0516,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Tables,350.352,4,0.4,-140.1408
WOWID0517,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Art,6.63,3,0,1.7901
WOWID0518,Standard Class,Consumer,Seattle,Washington,West,Technology,Accessories,799.96,4,0,343.9828
WOWID0519,Standard Class,Consumer,Seattle,Washington,West,Furniture,Furnishings,107.53,1,0,21.506
WOWID0520,Standard Class,Home Office,Frisco,Texas,Central,Technology,Accessories,27.168,4,0.2,-1.3584
WOWID0521,Standard Class,Consumer,Seattle,Washington,West,Furniture,Chairs,585.552,3,0.2,73.194
WOWID0522,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,10.332,3,0.7,-7.5768
WOWID0523,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,31.155,5,0.7,-23.8855
WOWID0524,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Storage,8.928,2,0.2,0.6696
WOWID0525,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,34.384,1,0.2,3.8682
WOWID0526,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,1924.16,8,0.2,312.676
WOWID0527,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Appliances,32.192,2,0.8,-80.48
WOWID0528,Standard Class,Consumer,Dallas,Texas,Central,Technology,Accessories,50.12,7,0.2,-0.6265
WOWID0529,Standard Class,Consumer,Dallas,Texas,Central,Technology,Accessories,47.976,3,0.2,1.7991
WOWID0530,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,23.988,2,0.4,-15.992
WOWID0531,Standard Class,Corporate,Corpus Christi,Texas,Central,Furniture,Furnishings,58.36,5,0.6,-24.803
WOWID0532,Standard Class,Corporate,Corpus Christi,Texas,Central,Office Supplies,Art,16.464,7,0.2,1.4406
WOWID0533,Standard Class,Corporate,Corpus Christi,Texas,Central,Furniture,Furnishings,39.96,5,0.6,-23.976
WOWID0534,Standard Class,Consumer,El Paso,Texas,Central,Furniture,Chairs,47.516,2,0.3,-2.0364
WOWID0535,First Class,Consumer,Arlington,Texas,Central,Office Supplies,Art,8.928,2,0.2,0.558
WOWID0536,First Class,Consumer,Arlington,Texas,Central,Office Supplies,Storage,47.584,2,0.2,-2.974
WOWID0537,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Paper,33.792,8,0.2,10.56
WOWID0538,Standard Class,Home Office,Houston,Texas,Central,Furniture,Bookcases,300.5328,2,0.32,-97.2312
WOWID0539,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Binders,2.724,2,0.8,-4.3584
WOWID0540,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Envelopes,3.264,2,0.2,1.1016
WOWID0541,Standard Class,Consumer,Huntsville,Texas,Central,Office Supplies,Storage,143.728,2,0.2,-32.3388
WOWID0542,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,36.048,3,0.2,-0.9012
WOWID0543,Standard Class,Corporate,Woodstock,Illinois,Central,Furniture,Chairs,845.488,8,0.3,-12.0784
WOWID0544,Standard Class,Home Office,Chicago,Illinois,Central,Office Supplies,Binders,762.594,3,0.8,-1143.891
WOWID0545,First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,64.784,1,0.2,-12.9568
WOWID0546,Standard Class,Consumer,Woodstock,Illinois,Central,Office Supplies,Binders,8.85,5,0.8,-13.7175
WOWID0547,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,23.85,5,0,10.7325
WOWID0548,Standard Class,Consumer,Houston,Texas,Central,Furniture,Chairs,408.422,2,0.3,-5.8346
WOWID0549,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,23.12,5,0.2,8.381
WOWID0550,Standard Class,Corporate,Highland Park,Illinois,Central,Office Supplies,Paper,37.464,7,0.2,12.1758
WOWID0551,Standard Class,Corporate,Highland Park,Illinois,Central,Furniture,Chairs,539.658,3,0.3,-7.7094
WOWID0552,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Storage,310.12,2,0,80.6312
WOWID0553,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Fasteners,11.22,3,0,0.2244
WOWID0554,First Class,Consumer,Dallas,Texas,Central,Office Supplies,Art,5.952,1,0.2,0.372
WOWID0555,Standard Class,Consumer,Seattle,Washington,West,Technology,Phones,156.792,1,0.2,13.7193
WOWID0556,Standard Class,Consumer,Seattle,Washington,West,Technology,Phones,431.976,3,0.2,26.9985
WOWID0557,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Envelopes,35.89,1,0,16.1505
WOWID0558,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,47.208,7,0.2,15.3426
WOWID0559,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,248.08,7,0,116.5976
WOWID0560,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,189.7,5,0,89.159
WOWID0561,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,59.808,3,0.2,19.4376
WOWID0562,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Paper,20.34,3,0,9.3564
WOWID0563,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Labels,39.28,8,0,19.2472
WOWID0564,Standard Class,Consumer,Skokie,Illinois,Central,Furniture,Furnishings,32.952,6,0.6,-19.7712
WOWID0565,Standard Class,Consumer,Skokie,Illinois,Central,Office Supplies,Storage,30.016,4,0.2,3.0016
WOWID0566,Standard Class,Consumer,Allen,Texas,Central,Furniture,Tables,244.006,2,0.3,-31.3722
WOWID0567,Standard Class,Consumer,Allen,Texas,Central,Office Supplies,Paper,15.936,4,0.2,5.3784
WOWID0568,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,20.736,4,0.2,7.2576
WOWID0569,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,43.296,2,0.2,4.3296
WOWID0570,Standard Class,Consumer,Seattle,Washington,West,Furniture,Chairs,123.136,4,0.2,13.8528
WOWID0571,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,11.264,4,0.2,3.8016
WOWID0572,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,24.896,4,0.2,8.4024
WOWID0573,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,3.984,1,0.2,0.6474
WOWID0574,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,95.968,4,0.2,28.7904
WOWID0575,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Machines,206.991,3,0.7,-172.4925
WOWID0576,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,44.416,2,0.2,3.8864
WOWID0577,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,9.006,2,0.7,-7.2048
WOWID0578,Standard Class,Home Office,Pharr,Texas,Central,Office Supplies,Storage,727.296,8,0.2,-172.7328
WOWID0579,Standard Class,Home Office,Pharr,Texas,Central,Furniture,Furnishings,22.608,3,0.6,-10.1736
WOWID0580,Standard Class,Home Office,Pharr,Texas,Central,Technology,Accessories,666.4,7,0.2,-33.32
WOWID0581,Standard Class,Consumer,Brownsville,Texas,Central,Furniture,Bookcases,327.7328,2,0.32,-14.4588
WOWID0582,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,254.352,3,0.2,0
WOWID0583,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,20.736,4,0.2,7.2576
WOWID0584,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,43.176,7,0.2,13.4925
WOWID0585,Standard Class,Corporate,Chicago,Illinois,Central,Technology,Copiers,2799.96,5,0.2,874.9875
WOWID0586,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Paper,26.88,8,0.2,9.744
WOWID0587,Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Storage,342.864,3,0.2,38.5722
WOWID0588,Standard Class,Home Office,Dallas,Texas,Central,Furniture,Furnishings,16.74,5,0.6,-14.229
WOWID0589,Standard Class,Home Office,Dallas,Texas,Central,Furniture,Chairs,981.372,2,0.3,-140.196
WOWID0590,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,252.784,4,0.8,-417.0936
WOWID0591,Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,127.984,2,0.2,15.998
WOWID0592,Standard Class,Consumer,Houston,Texas,Central,Furniture,Furnishings,3.984,2,0.6,-2.6892
WOWID0593,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,12.992,2,0.8,-32.48
WOWID0594,Standard Class,Corporate,Fort Worth,Texas,Central,Office Supplies,Labels,33.12,4,0.2,11.592
WOWID0595,Standard Class,Corporate,Fort Worth,Texas,Central,Furniture,Bookcases,220.2656,4,0.32,-42.1096
WOWID0596,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Labels,15.712,4,0.2,5.6956
WOWID0597,Standard Class,Home Office,Aurora,Illinois,Central,Office Supplies,Storage,298.464,6,0.2,26.1156
WOWID0598,Standard Class,Consumer,Seattle,Washington,West,Technology,Machines,837.6,3,0.2,62.82
WOWID0599,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Envelopes,135.9,5,0,63.873
WOWID0600,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,34.68,6,0,16.9932
WOWID0601,Standard Class,Consumer,Seattle,Washington,West,Furniture,Chairs,532.704,6,0.2,-39.9528
WOWID0602,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Appliances,43.1,5,0,11.206
WOWID0603,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Supplies,15.88,4,0,0.1588
WOWID0604,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,258.528,2,0.4,-47.3968
WOWID0605,Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Binders,30.56,5,0.8,-45.84
WOWID0606,Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Storage,77.952,3,0.2,-15.5904
WOWID0607,Standard Class,Home Office,Dallas,Texas,Central,Technology,Phones,67.992,1,0.2,8.499
WOWID0608,Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Envelopes,12.224,2,0.2,4.4312
WOWID0609,Standard Class,Home Office,Dallas,Texas,Central,Technology,Accessories,44.784,2,0.2,-0.5598
WOWID0610,Standard Class,Home Office,Dallas,Texas,Central,Furniture,Furnishings,22.848,3,0.6,-17.7072
WOWID0611,Standard Class,Corporate,Austin,Texas,Central,Furniture,Chairs,347.802,7,0.3,-24.843
WOWID0612,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Labels,31.05,3,0,14.904
WOWID0613,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,3.168,2,0.8,-4.752
WOWID0614,Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Chairs,528.43,5,0.3,0
WOWID0615,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Art,13.392,3,0.2,1.5066
WOWID0616,First Class,Corporate,Houston,Texas,Central,Office Supplies,Binders,26.046,3,0.8,-44.2782
WOWID0617,First Class,Corporate,Houston,Texas,Central,Office Supplies,Envelopes,74.352,3,0.2,26.9526
WOWID0618,Standard Class,Home Office,Chicago,Illinois,Central,Office Supplies,Storage,12.672,3,0.2,-3.168
WOWID0619,Standard Class,Corporate,Missouri City,Texas,Central,Office Supplies,Binders,6.37,7,0.8,-9.555
WOWID0620,First Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,3.648,3,0.8,-6.0192
WOWID0621,First Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,31.104,6,0.2,10.8864
WOWID0622,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,18.704,7,0.2,2.338
WOWID0623,Standard Class,Corporate,Pearland,Texas,Central,Office Supplies,Envelopes,13.392,3,0.2,5.022
WOWID0624,Standard Class,Corporate,Pearland,Texas,Central,Office Supplies,Binders,11.228,7,0.8,-18.5262
WOWID0625,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,1.504,1,0.2,0.1692
WOWID0626,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,34.848,2,0.2,6.534
WOWID0627,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,26.046,3,0.8,-44.2782
WOWID0628,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,2.896,1,0.8,-4.7784
WOWID0629,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,32.544,2,0.2,-7.7292
WOWID0630,Standard Class,Corporate,Houston,Texas,Central,Furniture,Chairs,318.43,5,0.3,-77.333
WOWID0631,Standard Class,Corporate,Houston,Texas,Central,Technology,Phones,122.92,7,0.2,46.095
WOWID0632,Standard Class,Corporate,Houston,Texas,Central,Furniture,Furnishings,7.068,3,0.6,-2.8272
WOWID0633,Standard Class,Consumer,Grand Prairie,Texas,Central,Technology,Phones,219.8,5,0.2,24.7275
WOWID0634,Standard Class,Consumer,Grand Prairie,Texas,Central,Furniture,Chairs,317.058,3,0.3,-18.1176
WOWID0635,Standard Class,Home Office,Seattle,Washington,West,Furniture,Chairs,113.888,2,0.2,9.9652
WOWID0636,Standard Class,Home Office,Seattle,Washington,West,Technology,Phones,105.584,2,0.2,7.9188
WOWID0637,First Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,60.312,3,0.2,5.2773
WOWID0638,Standard Class,Consumer,Seattle,Washington,West,Technology,Phones,107.984,1,0.2,9.4486
WOWID0639,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,19.296,3,0.2,6.03
WOWID0640,Standard Class,Home Office,Highland Park,Illinois,Central,Office Supplies,Binders,3.136,2,0.8,-4.704
WOWID0641,First Class,Corporate,Pasadena,Texas,Central,Office Supplies,Paper,20.736,4,0.2,7.2576
WOWID0642,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,281.904,2,0.2,10.5714
WOWID0643,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,201.432,3,0.2,67.9833
WOWID0644,First Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,30.96,8,0.8,-52.632
WOWID0645,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,50.997,1,0.7,-40.7976
WOWID0646,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,76.792,1,0.2,-16.3183
WOWID0647,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,539.964,6,0.4,-107.9928
WOWID0648,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,60.312,3,0.2,5.2773
WOWID0649,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,1.944,3,0.7,-1.4256
WOWID0650,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,896.99,5,0.8,-1480.0335
WOWID0651,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,1.234,1,0.8,-1.9744
WOWID0652,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,67.56,3,0.2,6.756
WOWID0653,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,21.72,5,0.2,7.8735
WOWID0654,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,262.336,8,0.2,95.0968
WOWID0655,Standard Class,Consumer,Houston,Texas,Central,Technology,Phones,148.48,2,0.2,16.704
WOWID0656,Standard Class,Consumer,Houston,Texas,Central,Technology,Phones,241.176,3,0.2,15.0735
WOWID0657,Standard Class,Home Office,Chicago,Illinois,Central,Technology,Accessories,227.976,3,0.2,28.497
WOWID0658,Standard Class,Home Office,Chicago,Illinois,Central,Technology,Phones,52.68,3,0.2,19.755
WOWID0659,Standard Class,Home Office,Chicago,Illinois,Central,Furniture,Furnishings,2.032,1,0.6,-1.3208
WOWID0660,First Class,Corporate,Chicago,Illinois,Central,Office Supplies,Binders,16.03,5,0.8,-25.648
WOWID0661,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,15.712,4,0.2,5.6956
WOWID0662,Standard Class,Home Office,Chicago,Illinois,Central,Office Supplies,Paper,73.008,9,0.2,26.4654
WOWID0663,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,3.208,2,0.8,-5.2932
WOWID0664,Standard Class,Consumer,Chicago,Illinois,Central,Technology,Accessories,26.176,2,0.2,-3.272
WOWID0665,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
WOWID0666,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Paper,14.352,3,0.2,4.485
WOWID0667,First Class,Corporate,Conroe,Texas,Central,Office Supplies,Storage,111.672,9,0.2,6.9795
WOWID0668,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Binders,13.776,6,0.8,-22.0416
WOWID0669,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Paper,10.272,3,0.2,3.21
WOWID0670,First Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,24.048,9,0.2,7.2144
WOWID0671,Standard Class,Home Office,Seattle,Washington,West,Technology,Phones,1091.168,4,0.2,68.198
WOWID0672,Standard Class,Home Office,Seattle,Washington,West,Technology,Phones,219.168,2,0.2,-43.8336
WOWID0673,First Class,Consumer,Pasadena,Texas,Central,Office Supplies,Binders,6.928,1,0.8,-11.0848
WOWID0674,First Class,Corporate,Tinley Park,Illinois,Central,Furniture,Furnishings,22.288,7,0.6,-8.9152
WOWID0675,Standard Class,Consumer,Houston,Texas,Central,Furniture,Furnishings,65.424,4,0.6,-52.3392
WOWID0676,Standard Class,Consumer,Bellevue,Washington,West,Office Supplies,Binders,24.816,3,0.2,8.3754
WOWID0677,Standard Class,Consumer,Bellevue,Washington,West,Office Supplies,Binders,14.976,6,0.2,5.4288
WOWID0678,First Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,15.08,2,0.8,-22.62
WOWID0679,First Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,24.288,3,0.6,-12.7512
WOWID0680,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,84.784,2,0.2,-16.9568
WOWID0681,First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,71.976,3,0.2,19.7934
WOWID0682,First Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,22.512,3,0.2,2.2512
WOWID0683,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,3.444,2,0.7,-2.7552
WOWID0684,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,538.194,2,0.7,-412.6154
WOWID0685,First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,47.984,2,0.2,14.3952
WOWID0686,Standard Class,Consumer,Carol Stream,Illinois,Central,Furniture,Chairs,408.422,2,0.3,-5.8346
WOWID0687,Standard Class,Consumer,Carol Stream,Illinois,Central,Furniture,Chairs,382.116,6,0.3,-92.7996
WOWID0688,Standard Class,Consumer,Carol Stream,Illinois,Central,Office Supplies,Storage,68.6,5,0.2,6.0025
WOWID0689,Standard Class,Consumer,Carol Stream,Illinois,Central,Office Supplies,Storage,435.504,3,0.2,48.9942
WOWID0690,Standard Class,Consumer,Carol Stream,Illinois,Central,Office Supplies,Paper,11.168,2,0.2,3.7692
WOWID0691,Standard Class,Consumer,Plano,Texas,Central,Technology,Phones,201.584,2,0.2,20.1584
WOWID0692,Standard Class,Consumer,Plano,Texas,Central,Office Supplies,Binders,3.392,4,0.8,-5.088
WOWID0693,Standard Class,Consumer,Plano,Texas,Central,Furniture,Bookcases,193.0656,4,0.32,-19.8744
WOWID0694,Standard Class,Consumer,Plano,Texas,Central,Office Supplies,Paper,15.552,3,0.2,5.4432
WOWID0695,Standard Class,Consumer,Plano,Texas,Central,Office Supplies,Paper,11.648,2,0.2,4.0768
WOWID0696,Standard Class,Consumer,Plano,Texas,Central,Technology,Machines,418.8,2,0.4,-97.72
WOWID0697,Standard Class,Consumer,Plano,Texas,Central,Office Supplies,Storage,509.488,7,0.2,-127.372
WOWID0698,First Class,Corporate,Chicago,Illinois,Central,Furniture,Bookcases,825.174,9,0.3,-117.882
WOWID0699,First Class,Corporate,Chicago,Illinois,Central,Office Supplies,Paper,17.76,3,0.2,5.55
WOWID0700,First Class,Corporate,Chicago,Illinois,Central,Office Supplies,Art,6.912,3,0.2,0.864
WOWID0701,First Class,Home Office,Aurora,Illinois,Central,Furniture,Tables,796.425,7,0.5,-525.6405
WOWID0702,Standard Class,Consumer,Dallas,Texas,Central,Technology,Phones,657.552,6,0.2,49.3164
WOWID0703,Standard Class,Corporate,Mesquite,Texas,Central,Office Supplies,Paper,5.184,1,0.2,1.8144
WOWID0704,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,2.624,1,0.2,0.4264
WOWID0705,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,12.448,2,0.2,3.89
